workerid,proliferate.condition,attention,choice,item,polarity,response,trial_id,trial_no,type,voice,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.otherRegion,subject_information.price,subject_information.region,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1030,All,critical,,tulipalo,positive,tulipalo,,11,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,kappalainen,positive,kappalainen,,12,predicative,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persikka,positive,persikka,,13,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,14,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persikka,positive,persikka,,15,predicative,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,kappalainen,positive,kappalainen,,16,predicative,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,valtio,positive,valtio valtiossa,,17,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persikka,positive,persikka,,18,predicative,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,19,predicative,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persoonallinen,positive,persoonallinen suhde,,20,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,21,predicative,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,harvinainen,negative,harvinainen erikoistapaus,,22,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,tulipalo,negative,tulipaloa,,23,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persoonallinen,negative,persoonallista suhdetta,,24,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,jokin,negative,mitään mainintaa,,25,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,1,,attention,on,on,,26,attention,attention,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,jokin2,negative,mitään mainintaa,,27,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,1,,attention,olen,olen,,28,attention,attention,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,harvinainen,negative,harvinainen erikoistapaus,,29,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persoonallinen,negative,persoonallista suhdetta,,30,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,jokin2,positive,jokin maininta,,31,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persikka,negative,persikkaa,,32,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,valtio,negative,valtiota valtiossa,,33,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,tulipalo,negative,tulipaloa,,34,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,jokin,negative,mitään mainintaa,,35,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,valtio,negative,valtiota valtiossa,,36,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,persikka,negative,persikkaa,,37,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,kappalainen,negative,kappalaista,,38,existential,passive,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,1,,attention,olet,olet,,39,attention,attention,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1030,All,critical,,kappalainen,negative,kappalaista,,40,existential,active,20,Yes,,2,1,Female,Suomi,,1,Pohjois-Pohjanmaa,Chrome,Linux,800,360,5.45705,
1025,All,,True,,,,example,,,,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,positive,persikka,,0,predicative,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,positive,valtio valtiossa,,1,predicative,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,positive,kappalainen,,2,predicative,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin,positive,jokin maininta,,3,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persoonallinen,positive,persoonallinen suhde,,4,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,positive, kappalainen,,5,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,tulipalo,positive,tulipalon,,6,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,7,predicative,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin,positive,jokin maininta,,8,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,positive,kappalainen,,9,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,positive,valtion valtiossa,,10,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,11,predicative,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,positive,persikka,,12,predicative,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,positive,valtio valtiossa,,13,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,14,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,positive,persikan,,15,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,positive,persikan,,16,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,tulipalo,positive,tulipalo,,17,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,positive,valtion valtiossa,,18,predicative,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persoonallinen,positive,persoonallinen suhde,,19,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,20,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,positive,kappalainen,,21,predicative,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,negative,valtiota valtiossa,,22,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,tulipalo,negative,tulipaloa,,23,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,valtio,negative,valtiota valtiossa,,24,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,negative,harvinaista erikoistapausta,,25,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,1,,attention,olen,olen,,26,attention,attention,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persoonallinen,negative,persoonallista suhdetta,,27,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,negative,persikkaa,,28,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin,negative,mitään mainintaa,,29,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,1,,attention,olet,olet,,30,attention,attention,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,negative,kappalaista,,31,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persoonallinen,negative,persoonallista suhdetta,,32,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin,negative,mitään mainintaa,,33,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin2,negative,mitään mainintaa,,34,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,tulipalo,negative,tulipaloa,,35,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,harvinainen,negative,harvinainen erikoistapaus,,36,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,jokin2,positive,jokin maininta,,37,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,persikka,negative,persikkaa,,38,existential,active,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,1,,attention,on,on,,39,attention,attention,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1025,All,critical,,kappalainen,negative,kappalaista,,40,existential,passive,23,Yes,,0,1,Male,Suomi,,1,Päijät-Häme,Chrome,Linux,1080,1920,3.1786833333333333,
1096,All,,True,,,,example,,,,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,valtio,positive,valtio valtiossa,,0,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,1,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,persoonallinen,positive,persoonallinen suhde,,2,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,persoonallinen,positive,persoonallinen suhde,,3,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,jokin,positive,jokin maininta,,4,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,persikka,positive,persikka,,5,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,6,predicative,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,tulipalo,positive,tulipalo,,7,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,valtio,positive,valtio valtiossa,,8,predicative,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,kappalainen,positive,kappalainen,,9,predicative,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,persikka,positive,persikka,,10,predicative,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,kappalainen,positive, kappalainen,,11,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,persikka,positive,persikka,,12,predicative,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,valtio,positive,valtio valtiossa,,13,predicative,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,kappalainen,positive,kappalainen,,14,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,tulipalo,positive,tulipalon,,15,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,16,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,kappalainen,positive,kappalainen,,17,predicative,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,valtio,positive,valtio valtiossa,,18,existential,active,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,jokin,positive,jokin maininta,,19,existential,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
1096,All,critical,,harvinainen,positive,harvinainen erikoistapaus,,20,predicative,passive,22,Yes,"Muuten ihan hyvä formaatti ja toteutus, mutta itse ehkä laittaisin hieman johdonmukaisemmin mitä haetaan. Vaikea selittää, mutta osasta ei ensisilmäyksellä luonnollisesti tajunnut mihin haluttu sana tai sanapari välttämättä kuuluisi, ainakin siitä mitä itse koin. Muuten kiva ja rutiininomaisesta myönteisesti poikkeava kysely tällä kertaa, kiitokset siitä!",3,2,Male,suomi,,1,Varsinais-Suomi,Chrome,Windows,1080,1920,8.67445,
